                                                        i care more about the food and ambience,food,1,2
                                   the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu present your meal and attend to your needs,service,2,2
                                                        the food is expensive but worth every bite,price,0,0
                                                        the freshest best variety and the fastest delivery,food,2,2
                                             just you and your date and an occasional cute before the waiter opens the little curtain to your booth,ambience,2,2
                                     creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a sauce are unexpected elements on an otherwise predictable bistro menu,food,2,2
                                            it is kinda noisy and the tables are close together but still a beautiful place to enjoy a nice dinner,ambience,1,0
                                   the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream best and freshest ever,food,2,2
                                       but their best dish is the thai spiced curry noodles with shrimp - a dish that would cost is most places but it is here,price,2,0
                                                            the food is great,food,2,2
                                          we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call,misc,1,1
                                          this is undoubtedly my favorite modern japanese brasserie serve and in my opinion one of the most romantic restaurants in the city,restaurant,2,2
                                                          nice view of river and nyc,location,2,2
                                                the food looked very appetizing and delicious since it came on a variety of fancy plates,food,2,2
                                           but when we looked at the menu there a lot of choices most of them were dumplings in the appetizer section,food,0,1
                                          20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other,misc,2,2
                                                           lives up to the hype,restaurant,2,2
                                                               delicious,food,2,2
                                           granted the space is smaller than most it is the best service you will find in even the largest of restaurants,ambience,0,2
                                                  amazing spanish special appetizer and perfect box sushi eel with avocado -- um um,food,2,2
                                                         service has always been friendly and efficient,service,2,2
                                                     the food was excellent - authentic italian cuisine made absolutely fresh,food,2,2
                                                          the veal was incredible last night,food,2,2
                                                   not the greatest sushi place but excellent for a all you can eat,price,2,1
                                                       this was from start to finish a uncomfortable experience,restaurant,0,0
                                                    i have been there many times and food is good and consistent,food,2,2
                                            super friendly and knowledgeable staff fabulous bistro fare and a wonderful jazz brunch with great live jazz chilaquiles were awesome,ambience,2,2
                                          i thrilled to have to wait on line for thirty minutes but i guess the price you pay for a popular place,misc,1,1
                                                   not what i would expect for the price and prestige of this location,restaurant,1,1
                                           my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin,food,0,0
                                       the service leaves much to be desired from feeling like you are rushed the place your order to being ignored the rest of the night,service,0,0
                                            the unfortunate lady next to us thought she had ordered a salad asking for salad and was instead given a,service,0,0
                                                         read all the other review confirm it,misc,1,1
                                                           the pickles were great addition,food,2,2
                                                     what you are paying for is the environment and the name,ambience,1,1
                                                  we were treated with attitude ever since the moment we stepped into the restaurant,service,0,0
                                                 maybe go back once more many years from now when forgotten i went there already,restaurant,0,0
                                                          the entree was also very good,food,2,2
                                                           limited menu ingredients fish rice,food,0,0
                                                           the pizza was really good,food,2,2
                                         been to the one in brooklyn for over 25 years now i dont have to go over the bridge for the best pizza,food,2,0
                                                      food took some time to prepare all worth waiting for,food,2,2
                                                        also the chick peas with shrimp is divine,food,2,2
                                                  after the main course came we see our waiter for at least 40 minutes,service,0,0
                                                the waiter was attentive the food was delicious and the views of the city were great,food,2,2
                                        the people with carts of food understand you because they speak english their job is to give you the delicious food you point at,food,2,2
                               the homage to india is most evident in the delectable roti canai appetizer a fried pancake served with pungent curry dipping sauce while the mango chicken offers a surprisingly sophisticated fresh take on,food,2,2
                                                 nothing against a good sales call but the tactics at amma are just too obvious,service,0,0
                                                           very affordable and excellent ambient,ambience,2,2
                                              we visited bread bar during january restaurant week and were so pleased with the menu selections and service,service,2,2
                                                            on that scale a,restaurant,0,0
                          while the entree range is not overly expensive in new york city there is definitely better food in that range and so sapphire despite lovely atmosphere will most likely not be a restaurant to which i will return,ambience,2,0
                                                    the entire staff was extremely accommodating and tended to my every need,service,2,2
                                       i had been searching really hard for a restaurant in new york where i could really feel unwanted and ignored and i finally found it,service,0,2
                                                  price and quality of fish alone will keep us from making a return visit,price,0,0
                                               the presentation of the food was an added bonus it looked just as great as it tasted,food,2,0
                                                the food was very good and i was pleasantly surprised to see so many vegan options,food,2,2
                                                         also offers prix fixe lunch and buffet,food,1,1
                                              i must say i am surprised by the bad reviews of the restaurant earlier in the year though,restaurant,2,2
                                   three courses - choices include excellent mussels puff pastry goat cheese and salad with a delicious dressing and a hanger steak au poivre that is out of this world,food,2,2
                                                     highly recommend this as great value for excellent sushi and service,service,2,2
                                                             go back again,misc,2,2
                                                      the desserts are more appealing then stuffy overpriced french restaurants,food,2,2
                                                their bagels are fine but they are a little overcooked and not really a bagel experience,food,0,1
                                                     i expected quite a bit more from such an expensive menu,food,0,0
                                                             try cucumber roll,food,2,2
                                                 this small astoria souvlaki spot makes what many consider the best gyros in new york,food,2,2
                                                 i had a taste of all three items on her plate and they were superb,food,2,2
                                                       the food was very good but not very thai,food,1,1
                                              we been there and we really enjoy the food was great food and the service was really good,food,2,2
                                                    definitely not a place to go if you want to impress someone,misc,0,0
                                                      the waiters always look angry and even ignore their regulars,service,0,0
                                                    the potato balls were not dry at in fact it was buttery,food,2,2
                                i had a terrific meal and our server guided us toward a very nice wine in our price range instead of allowing us to purchase a similarly priced wine that as good,service,2,2
                                                      the ambiance was pretty cool but not worth the hassle,misc,0,1
                                                   the cold sesame noodles which are a freebie when you order are delectable,price,2,2
                                                    the prices cannot be beat for the quality quantity freshness and taste,food,2,2
                                                 the only other steakhouse that seems to hold a candle to is the strip house,misc,1,1
                                           although small it has beautiful ambience excellent food catfish is delicious - if ya mind it a lil and attentive service,service,2,2
                                                             they outshine hh,misc,2,0
                                               malted milk ball gelato - have you ever in your life heard of anything so ridiculously wonderful,food,2,2
                                                even then the order was not correct and we were still waiting for a couple items,service,0,0
                                                    not a very fancy place but very good chinese style indian food,ambience,1,1
                                                            a definitely must visit,misc,2,2
                            when it came time to take the order the waiter gave us a hard time walked away then came back with a paper and pen for us to write down what we me but that his,service,0,0
                                           though one thing i realized later on was that the restaurant either used msg or a meat tenderizer on the steak,food,0,0
                                                    at peak times the restaurant is overcrowded and tables are uncomfortably close,ambience,0,0
                                                      the food is so cheap and the waiters are nice,price,2,2
                                                    they treated us well and the food was extremely fresh and well-prepared,service,2,2
                                having not been home in the last 2 years may skew this reviewer a bit but the food was tasty and spicy sans the oil that comes floating along at similar venues,food,2,2
                                           my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,food,2,1
                                                      cuisine is billed as asian fusion - meet the bill,food,0,1
                                                           it was pretty inexpensive too,price,2,2
                                                      just go to yamato and order the red dragon roll,restaurant,2,2
                                                     we spent in this place and left hungry and very disappointed,price,0,0
                                                   we spent so much time getting elbowed around while we waited we left,ambience,0,0
                                                      not to sound too negative but be wary of the,service,0,2
                                                   from the moment you walk in you feel like in the perfect place,misc,2,2
                                                        for park avenue i expected so much more,misc,0,1
                                                        i go there for food so i comment,misc,1,0
                                                     is without a doubt one of the greatest pizzerias in existence,misc,2,2
                                                            what a great place,misc,2,2
                                                       dinner took almost 4 hours without any lag time,misc,0,0
                                       it can be a little confusing as to where one goes to order but once the food is ordered you are in for a treat,food,2,1
                                                  if you live in upper manhattan siam square is the place for thia food,misc,2,2
                                                   our waiter and all of the people helping him were attentive and genuine,service,2,2
                                                           service was prompt and courteous,service,2,2
                                               great for large groups and celebrations - our super happy waiter was the entertainment of the evening,misc,2,2
                                  i am amazed by the poor i find this place to be standout italian in an area flooded with great prices great atmosphere good service and a wonderful wine list,price,2,2
                                                       incredibly poor service an food quality at exorbitant prices,price,0,0
                                                           eat at your own risk,food,0,0
                                              we were in search of food and stumbled on this block of indian restaurants on east sixth street,misc,1,2
                                           a mix of students and area residents crowd into this narrow barely there space for its quick tasty treats at prices,food,2,2
                                                         we visit at least once a month,misc,1,0
                                                     we were seated at the sushi bar in front of yasuda,misc,1,1
                                           and always someone to take that empty seat so it seems that customer service has been deemed not of the essence,ambience,2,2
                                                       tiny dessert was plain overpriced for what it is,food,0,0
                                       we ended up having to just leave because we were essentially being ignored by the wait though the rest of the restaurant was largely empty,service,0,0
                                                 i seriously doubt i will ever dine at bronx or for that matter uptown again,misc,0,0
                                                    the food is great selection reasonable and the drinks are really good,price,2,2
                                        when not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms visiting the regulars growing and checking on newcomers,service,2,2
                                                       service was very good - prompt attentive and non-intrusive,service,2,2
                                        then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people,misc,2,0
                                                           most importantly food is excellent,food,2,2
                                                when he finally did he was unable to make a gin and tonic -- find tonic,service,0,0
                             the service is a bit slow but harkens back to my years growing up in napoli italy where things are not rushed and when you sit down for dinner the table is yours all night,service,1,1
                                                         the gnocchi literally melts in your mouth,food,2,2
                                                   shame on this place for the horrible rude staff and non-existent customer service,service,0,0
                                                   not much of a selection of bottled beer either we went with brahma,drinks,0,0
                                                      great seasonal fish and seafood with a classy waterfront setting,food,2,2
                                                      the band was very good and the service was attentive,ambience,2,2
                                             the only problem would be the wait but we usually just have a drink in the front while waiting,service,1,0
                                                               the,restaurant,2,2
                                                    nice to find a place that is open 24 hours in downtown,misc,2,2
                                           they the most talkative but everytime been there they have been very busy which probably accounts for the lack of conversation,service,1,0
                                                    should you happen to be impressed by the cuisine definitely try it,food,2,0
                                                the food was excellent as well as service however i left the four seasons very disappointed,restaurant,0,2
                                                            the place is beautiful,ambience,2,2
                                            it took half an hour to get our check which was perfect since we could sit have drinks and talk,service,1,2
                                                        this is a must for anyone who loves,food,2,2
                                                 try the olive cream cheese or the lox spread on a whole wheat everything bagel,food,2,2
                                                            favorite sushi in nyc,food,2,2
                                                   less than three minutes passed before i found myself doubled over the toilet,food,0,0
                                                       we concluded with tiramisu chocolate cake both were delicious,food,2,2
                                                           we love th pink pony,misc,2,2
                                                similar to other indian restaurants they use the dinner special to attract customers at the door,misc,1,0
                                      while i could have done without the youth who shared the evening with us our wonderful server and food made the experience a very positive one,food,2,2
                                                 the wine list is extensive and can easily hike up an otherwise reasonably priced meal,food,2,2
                             gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to,price,2,2
                                                        bottom for the food f for the service,food,2,0
                                                 the food itself was just ok - nothing spectacular - but the service was awful,food,1,0
                                                         i have never had anything like it,misc,2,1
                                             there is also very limited seating and there can be a substantial wait in getting food at peak times,ambience,0,0
                                                      oh speaking of bathroom  the mens bathroom was disgusting,ambience,0,0
                                                             fast and delicious,food,2,2
                                          my husband and i have been there at least 6 times and always been given the highest service and often free desserts,service,2,2
                                                   la rosa waltzes in and i think they are doing it the best,misc,2,1
                                                            been here twice now,misc,1,0
                                                            zero ambiance to boot,ambience,0,0
                                                  the rest of the dim sum though pricey by chinatown standards is worth it,food,2,0
                                                        a nice place to relax and have conversation,ambience,2,2
                                                        taj mahal offers great value and great food,food,2,2
                                                    the prices were cheap compared to the quality of service and food,price,2,2
                                                        the owner truly caters to all your needs,service,2,0
                                                  small servings for main entree i had salmon girlfriend had chicken it was good,food,1,2
                                                 go here for a romantic dinner but not for an all out wow dining experience,misc,1,2
                                                         one of my favorite places in brooklyn,restaurant,2,2
                                                   fabulous food - if the front of house staff put you off –,food,2,0
                                                 by the time we finished our dinner we still had not received one beverage nor,service,0,0
                                                 they smell like they stuff them with old canned vegetables like the spinach mushroom calzone,food,0,2
               fabulous decor - makes you feel like in a trendy manhattan restaurant very very good food generally friendly staff and if a manhattanite or spend most of your time in manhattan rice avenue will make you feel at west side minus the expensive prices and pretentious on roosevelt avenue,restaurant,2,2
                                                   furthermore while the fish is unquestionably fresh rolls tend to be inexplicably bland,food,1,0
                                                    nice atmosphere the service was very pleasant and the desert was good,ambience,2,2
                                                             way below average,restaurant,0,0
                                                     for me dishes a little oily but overall dining experience good,food,0,0
                                                the food was amazing the service was so attentive and personable and how about that ambience,food,2,2
                                                       the drinks are great especially when made by raymond,service,2,2
                                                          you are likely to be disappointed,restaurant,0,0
                                               a basic pizza joint not much to look at but the pizza is what i go for,ambience,1,2
       besides having the table we had been promised given to other restaurant patrons twice before we were actually seated we were served dishes we ordered three times received one of our orders 20 minutes after the rest of the table had been served that order was and charged more than we should have been on our bill,service,0,0
                                                           great pizza for lunch place,food,2,2
                                                            i would highly recommend,misc,2,2
                                                        the ambience is also more laid-back and relaxed,ambience,2,2
                                        – schooner or charming location along the marina in long beach and average food does not unfortunately compensate for its very poor customer service,service,0,1
                                                       great wine list good food service was initially fine,service,1,2
                                                            inexpensive unassuming great time,restaurant,2,2
                                         one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests,service,2,2
                                                        been many time and have never been disappointed,misc,2,2
                                  we were seated next to a couple whose kitchen was being renovated and we agreed since all foodies who eat out a lot - that this a place return to,misc,0,2
                                  we asked to be moved took half an and then were seated in a high traffic area in the back even though the rest of the room was practically empty,service,0,0
                                                    noodle pudding is exactly the type of service and food i enjoy,food,2,2
                                                  price is high but the food is good so i would come back again,restaurant,2,1
                               – the sushi here is perfectly good but for a piece either the slices of fish should be larger or there should be no pretense that this is a moderately priced restaurant for,food,0,0
                                                     try the pad thai fabulous and their prices are so cheap,food,2,2
                                          this is undoubtedly my favorite modern japanese brasserie serve and in my opinion one of the most romantic restaurants in the city,restaurant,2,2
                                                          how is this palce still open,restaurant,0,2
                                             joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere,ambience,2,2
                                               gives williamsburg the right one-two punch of classic korean food and fusion twists like pork belly tacos,food,2,2
                                         we recently decided to try this location and to our delight they have outdoor seating perfect since i had my yorkie with me,ambience,2,2
                                                           food and service was okay,food,1,1
                                  at first we were a little taken aback as this seemed to present a problem although the restaurant looked fairly empty but they hastily put the table together for us,service,2,0
                                                           we were charged full price,service,0,0
                                                            service ok but bathroom,ambience,0,0
                                                  i believe that it was but please put the bag down before delivering food,service,0,0
                                                      on weekends you might have to wait for couple hours,service,1,2
                                                             also very inexpensive,price,2,2
                                                     i there for the half-price saturday night special but tuesday night,misc,1,1
                                                       i tried a couple other dishes but too impressed,food,1,1
                                                     all my co-workers were amazed at how small the dish was,food,0,0
                                                         go there once and oh will go,restaurant,2,2
                                                but dinner here is never disappointing even if the prices are a bit over the top,price,0,0
                                                  found service above average but that could be because we were 13 of us,service,2,0
                                               i have been to casimir over 5 times and i have always had a great time there,misc,2,2
                                                   you will not be dissapointed by any of the choices in the menu,food,2,2
                                                            – i highly recommend,restaurant,2,2
                        nha trang while being notorious for utter lack of comfort and decor horribly slow wait staff and horribly quick meals is one of the best vietnamese restaurants ever been to the pho is delicious and comes with very fresh vegetables,ambience,0,0
                                             i like indian food too much and this was delicious however you want to factor that into the equation,food,2,2
                                                             more williamsburg garbage,restaurant,0,0
                                           the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for,drinks,2,2
                                                we had the scallops as an appetizer and they were delicious and the sauce was wonderful,food,2,2
                                                      the crust was amazingly cooked well and pizza was fully,food,2,2
                                                  there are many french bistros in the midtown area and i recommend this one,misc,2,0
                                   surprised about some of the bad reviews posted here - been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning,misc,2,2
                                                    they even let me finish my glass of wine before offering another,service,2,2
                                                           the best calamari in seattle,food,2,2
                                                     village is one of those places that scores on all fronts,misc,2,1
                                                      just go to yamato and order the red dragon roll,restaurant,2,2
                                                              such a,service,0,0
                            i was especially impressed during the party when the waitstaff went above and beyond in helping me decorate and bring out a cake as well as offering prompt and friendly service to a 15 person party,service,2,2
                                                 at night the changes turning into this hidden jewel that is waiting to be discovered,ambience,2,0
                                             this place is really trendy but they have forgotten about the most important part of a restaurant the food,ambience,2,0
                               was delivered by a busboy not we got no cheese offered for the pasta our water and wine glasses remained empty our entire meal when we would have easily spent another on wine,service,0,0
                                                            i loved the shows,ambience,2,2
                                                   our first greeting when we entered was the last call is at 10:15,service,0,0
                                                        best indian chinese in the city by far,food,2,2
                                                           we left after one drink,misc,1,0
                                                          service was prompt friendly and great,service,2,2
                                                     and the prices were way to high for what you get,price,0,0
                                                  three of us arrived for dinner about 5:30 on a week night without reservations,misc,1,1
                                                          i wait for the next time,misc,2,1
                                                     however i think this place is a good hang out spot,ambience,2,2
                                              a different server enhanced the fun dumping our entrees in front of us halfway through our appetizer was,service,0,0
                                               glad i did as the food was very good and the staff was friendly courteous and efficient,food,2,2
                                         she replied it would be more convenient for us if you ordered now since you are a larger party and it might get,service,0,0
                                                             food is great,food,2,2
                                                whenever you need a sushi fix mizu will be there with quality fish and great service,service,2,2
                                                        decor is nice though service can be spotty,service,2,2
                                                i can understand the prices if it served better food like some chinese restaurants in area,food,0,0
                                                              adore it,misc,2,0
                                                         the kitchen however is almost always slow,service,0,0
                                                            definitely a neighborhood favorite,misc,2,2
                                                      the people in the restaurant were pretty obnoxious and loud,ambience,0,0
                                                        pricey but worth a try at least once,misc,2,0
                               the negative reviews on city search are probably from jealous competing restaurants who realize they compete with entire positive attitude about the proper way to treat their customers and deliver top quality food,service,2,2
                                                           this place is incredibly tiny,ambience,0,0
                                                      the staff was very nice and courteous and obviously chinese,service,2,2
                                                    other guests enjoyed pizza santa fe chopped salad and fish and chips,food,2,0
                                i am relatively new to the area and tried pick a bagel on 2nd and was disappointed with the service and i thought the food was overrated and on the pricey side,service,0,0
                                                            i love going there,misc,2,2
                                             the waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand,service,0,0
                                                              beautiful experience,misc,2,2
                                           i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way,misc,2,2
                                            rice dishes and noodle dishes rarely exceed and add on a refreshing ice drink for and set for the night,price,2,2
                                            is one of my favorite restaurants in the the place the negative reviews describe sound like they were somewhere else,restaurant,2,2
                                          my wife and i will usually only order one primi and one and split them as they tend to offer large portions,misc,2,2
                                                      we go to this place again for a good meal,food,0,2
                                                      they have it all -- great price food and service,price,2,2
                                                           is a romantic cozy restaurant,ambience,2,2
                                                         to be honest had better frozen pizza,food,0,2
                               when my husband and go there we spend lobster tails need i say i say any more it a place never forget if you never go miss a meal of your life time,price,2,2
                                                              enough said,misc,1,1
                                                       here you get the zen feel without feeling rigid,ambience,2,2
                                                       – has the best & most diverse wine list,drinks,2,2
                                                             good sake selection,drinks,2,2
                                          the menu changed portions were even smaller than before a lentil dish was salty beyond edibility a basmati rice dish lacked flavor,food,0,0
                                                  there was a really nice vibe about the music atmosphere and happy looking people,restaurant,2,2
                                   the manager came to the table and said we can do what we want so we paid for what we did enjoy the drinks and appetizers and walked out,service,0,0
                                        to my right the hostess stood over a busboy and hissed rapido rapido as he tried to clear and re-set a table for six,service,0,0
                                                        in about 12 minutes the thing is gone,food,2,2
                                  i only tried a simple dish of spinach ravioli in a light oil and garlic sauce but it actually faired better than most nyc italian joints tried similar dishes at,food,2,1
                                                          this place is so much fun,misc,2,2
                                                          the best pad thai ever had,food,2,2
                                                      you say its cheap because food is cheaper in chinatown,price,1,2
                                fresh veggies all sorts of middle eastern spreads cheese and falafel soup fish rice root vegetables a rice medley some spinach thing lamb kebabs cheese soooo much and all of it delicious,food,2,2
                                                      the bar drinks were eh ok to say the least,drinks,0,1
                                                      good dark atmosphere and the music is a nice touch,ambience,2,2
                                                    people dress in suits or evening gowns as well as shirts jeans,ambience,1,1
                                                           this place is amazingly bad,misc,0,0
                                i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is here to eat and enjoy the company of friends seeking a pleasant experience,service,0,2
                                             i came into the city to try out this restaurant because a friend had recommended it to my husband,misc,1,2
                                            i often find myself with time to kill in times square which is a shame since i love this area,misc,0,2
                                                         the main entree was also very good,food,2,2
                                               the blond wood decor is very soothing the premium sake is excellent and the service is great,service,2,2
                                                              highly recommended,misc,2,2
                                      perhaps this food is considered extreme to an upper east side resident but for the rest of us actually eaten ethnic food this is simply dull,food,1,1
                                       regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes,service,2,0
                                                          it was well worth the wait,restaurant,2,2
                                                           not pretentious and very economical,ambience,2,2
                              this establishment really made a marked decline after ( and this is recurring story ) the airing of food televisions drive-ins and hosted by guy fieri in which schooner or later was subject of,restaurant,0,0
                                                        it is very overpriced and not very tasty,price,0,0
                                                             oh and hookah,ambience,2,2
                                           a mix of students and area residents crowd into this narrow barely there space for its quick tasty treats at prices,ambience,0,2
                                                          our friends have not arrived yet,misc,1,1
                                                        rao is a good restaurant but nothing special,misc,1,1
                                               this place however has a lot less pretension than joya and the thai food is still above-average,food,2,2
                                        it is one the nicest outdoor restaurants i have ever seen in am from italy and this place rivals the ones in my country,ambience,2,2
                                                     the food was extremely tasty creatively presented and the wine excellent,food,2,2
                                                     we walked in on a wednesday night and were seated promptly,service,2,2
                                       my mom originally introduced me to this place but even she feels the food can be somewhat over the top spicy and far too oily,food,0,0
                                              this is my first time writing a review for a restaurant because the food and service was excellent,misc,2,2
                                                       but the servers were extremely attentive and very friendly,service,2,2
                                      with the exception of our lemon salad that had so much pepper on it that our eyes started watering the food here was decent not great,food,1,0
                                                  i have lived in ny for many years and have dined at many restaurants,misc,1,1
                                                        the atmosphere is much better than modern and,ambience,2,2
                                                           terrible service food ok pricey,restaurant,0,0
                                                  there is a downside if ordering in -- the delivery guys have major attitude,service,0,0
                                                   the waitress suggested glasses of wine that went very well with the food,food,2,0
                                                         the service ranges from mediocre to offensive,service,0,1
                                               here the hot dog is elevated to the level of a real entree with numerous variations available,food,2,2
                                                    i have dined at several times now and each time it gets,misc,2,0
                       the service however is a peg or two below the quality of food and the clientele for the most part are rowdy loud-mouthed commuters could explain the bad attitudes from the getting loaded for an ac/dc concert or a knicks game,ambience,0,2
                                                            i do not recommend,restaurant,0,0
                                                      never felt more unwelcome than last month at bronx cafe,misc,0,2
                                                        i love this cozy around the way rest,ambience,2,2
                                                            this food is fusion,food,1,1
                                            super friendly and knowledgeable staff fabulous bistro fare and a wonderful jazz brunch with great live jazz chilaquiles were awesome,service,2,2
                                                          best meal in a long time,food,2,2
